word,count
goals,1
tel,1
uk-mobile-date,1
\go,1
seeds,2
rcv,2
http://img.,1
selection,5
funky,1
"voucher,",2
sort,1
"u,",2
mins!,1
e.g.23g.,1
choice.,1
88888.,1
69200,1
sorry,1
save,3
*****up,2
potential,1
snappy,1
731,1
santa,4
hours,5
�5/month,1
guaranteed.,19
club4,1
minute!,2
gr8,7
speedchat,1
"box61,m60",1
beware!,1
nyt.,1
cash.,2
"�1,500",1
09071517866,1
t-mobile.,1
cm,1
goal!,1
402.,1
think???,1
87575.,4
week,31
c,17
recd@thirtyeight,1
admirer,8
bookmark,1
thank,1
latests,1
team.,2
06.,1
mmsto,1
them.,2
no-440,2
send,65
rodger,1
quoting,5
luv,5
noline,5
09065394514,1
"urgent,",1
10k,1
over!,1
wk!,1
dogs,1
087104711148,1
customer.,4
nr31,1
4txt/̼1.20,1
12hrs,17
www.areyouunique.co.uk,1
dream,3
horo,2
ac/w/icmb3cktz8r7!-4,1
tcs,2
virgin,1
087016248,1
"4u,",2
pc.,1
81303,2
09094646899,2
winner!,3
"cost�1.50/pm,",6
ref,2
poly/200p,1
much,1
mind.,2
http://tms.,1
wk?s,1
make,13
opt-out,4
sub.,5
sue.,1
talk,5
84025,3
sms-08718727870,2
hard,2
8027,1
�4.50.,3
07090201529,1
number:,1
09058095107,1
08717895698,1
�400,5
regard,1
natalja,2
contract,3
missing,1
mega,1
u,117
69888!,1
video,28
dear,16
150,8
"holder,",4
m8s.,3
89080,2
"addamsfa,",2
09056242159,2
free-nokia,1
or2optout/hv9d,1
never,1
mjzgroup.,1
www.santacalling.com,1
pobox202,1
09050000332,1
soon?,1
channel,1
work,3
announcement,2
o2,4
questions,2
0870,6
etc.,3
ip4,1
buddys.,1
"camera,",1
subscriptions.,1
calls!,1
credit!,1
83355,1
�750,1
tkts,4
delivery,20
hockey.,1
150ppm,30
box334sk38ch,2
cds,5
2yr,2
other!,3
theirs?,1
ordered,3
vu,2
details,7
be?,2
09058098002.,1
follow,2
sept,3
"scallies,",1
20p/min,2
saturday,1
phony,1
6031,2
153,2
2morow,1
texts,15
premier.,2
toppoly,1
smsservices.,1
fall,1
paid,1
who?,4
xchat.,4
www.b4utele.com,1
08717168528,1
69696,2
08081263000,1
89938,1
like,13
landline,11
500,23
r*reveal,8
name1,2
alfie,3
pic,8
bears,1
391784.,1
1225,1
"dps,",1
"no,",1
"bid,",1
hoody,1
06/11/04,1
usher,2
menu,1
txts,9
orange.,5
textbuddy,2
chance!,4
"10,000",2
what!,2
449050000301,1
-sub,2
provided,3
canary,2
romcapspam,1
spjanuary,1
po19,1
subscribe6gbp/mnth,2
3aj,2
bootydelious,1
"content,",1
call2optout/f4q=,1
savamob,6
getting,4
secretly,2
dracula,2
bcm1896wc1n3xx,2
flag,9
retrieve,2
sara,1
driving,1
+std,2
winner,11
bangb.,1
prepayment.,2
call2optout/n9dx,2
3ss.,2
150ppmsg,1
"again,",1
male,3
invited,5
surprise,5
survey,1
3gbp,4
calls.,3
presence,1
sound,1
picture,1
"bx526,",1
chit-chat,1
activ8.,1
error,1
dating:i,1
claim,106
months,2
"prize,",4
0871277810910p/min,1
club4mobiles.com,1
mobilesdirect,3
08002988890,1
speciale,1
vodafone,6
wkent/150p16+,2
itcould,2
08719181513.,2
cumin,1
it.,1
skills,1
neo69,1
mins.,3
dena,1
knock,2
class,2
tips,1
www.clubmoby.com,1
farrell,1
4u:,1
07046744435,1
4742,4
aries,1
row/w1j6hl,4
wk.,6
community.,1
"mates,",5
warranty.,2
ans,4
havin,1
www.ringtoneking.co.uk!,1
bill,2
easter,1
exciting,4
x-net,1
09090204448,1
***********,3
child,1
08712103738,1
09095350301,1
83338,1
"84,",1
2stop,1
gaytextbuddy.com.,2
every,33
reveal,4
fixedline,2
d=,2
�3/wk,4
87239,4
bids,1
09065989182.,1
@kiosk.,1
88888,1
legitimat,1
efreefone,1
subscription,4
cash-in,7
important,12
loyalty,4
around,2
need,9
dizzee,1
away,1
08450542832,1
2nite?,2
wiv,2
deals,1
10/06/03!,1
08706091795.,1
mistake,1
-message,2
november,1
09058094507,1
www.ldew.com1win150ppmx3age16subscription,1
ends,4
germany,3
pobox12n146tf150p,1
champneys.,1
delivered,4
mobiles.,2
09099726429,1
arrow,1
mobs,1
tariffs.,4
meet+greet,2
10am,1
50%,1
2309.,1
"age23,",2
quiz!,1
www.sms.ac/u/goldviking,1
dis,2
arrange,2
08000839402,15
www.regalportfolio.co.uk.,1
price,16
'help',4
ppm,4
7.8p/min,2
doublemins,1
phoenix,2
redeemable,1
wild,1
personal,2
yourself.,1
"helen,",1
24,2
look,3
wins,1
msg:,3
fgkslpo,1
final,16
meet,5
xmas,14
topped,1
10am-7pm,4
08714712394,1
availa,1
part,8
08702490080,1
night!,1
paying,1
150p/meg.,1
3xx,1
16+,22
k52.,2
info:,1
83110,1
pic?txt,1
conacted,1
prem,1
09099726481,1
duchess,2
yesterday,2
8000930705,1
"amy,",1
�1.50perweeksub.,1
gigolo?,1
tb,1
sptv:,1
specially,9
69876.,1
2814032,1
e�nd,1
heart.,2
recieve,1
3030,1
�5000.00,1
08081560665,2
chat.,1
extreme,1
halloween,3
�12,1
walk,1
frog,1
woods,1
?350,1
banneduk,1
polyh,2
tonexs,1
update,19
confirm,1
pleased,3
0808,4
82468,2
07123456789,2
kick,3
"nights,",1
store,8
yourinclusive,1
more!,1
114/14,3
informed,2
lookin,1
prizes,2
"tcs,",2
yo,1
members,3
now!use,1
randy.,1
vat,1
"\"welcome",1
sn,1
tscs08714740323,1
1,30
review,4
5/9/03,1
card,4
vouchers!,2
"linerental,",1
08006344447,2
made,1
game.,1
margin,1
bonus,20
po,29
newest,3
custcare:08718720201.,1
slide,1
�10,4
rgent!,1
unsubscribe.,2
tones!reply,1
nokia/150p,1
xxxxx,1
receiving,2
08717111821,1
1172.,1
09066361921,1
fa,4
call,342
macedonia,1
scotland,1
search,2
20,3
recd.,2
flirting,1
09050001295,1
mr.,2
08715500022,1
gender,2
600,1
explosive,2
quote,1
07973788240,1
08719839835.,1
86888,2
�1.,1
(29/m),1
wks,1
"stolen,",1
verify.,2
09061701939.,1
club,10
"rstm,",2
help,7
m6,2
question,3
doubles,1
jsco:,1
2c,2
tddnewsletter@emc1.co.uk,1
complementary,1
mini,1
�1.50/msg,1
sports,2
rgds,1
ladies?u,1
08712402578,1
wining,1
eve?,2
code:,14
land,18
rally,4
bx,1
banned,1
0776xxxxxxx,2
ages,1
help08700621170150p,1
msg/subscription.,1
congrats,2
lord,1
clip,1
begin.,1
yet,1
"so,",2
08704439680.,1
09064017305,1
kath.,1
died,1
happy!,1
baby,1
warner,1
coincidence?,1
cute,1
polys,4
lounge,1
09061790125,1
sticky,1
dirtiest,1
black,1
spider-man,1
expires,17
"box42wr29c,",1
frnd,6
"free,",3
someone,14
fixed,2
yahoo!,2
wc1n3xx,4
"conditions,",2
call09050000327.,1
song,3
"�10,000",5
www.ldew.com,2
3100,2
world,1
england!,2
sounds,1
maniac?,1
mobcudb,1
handset,1
ringtones.,1
rec,1
750,18
camcorder?,4
14thmarch.,1
09061790121,3
user.,3
www.ldew.com.subs16+1win150ppmx3,2
borin,1
computer,5
cro1327,1
fifa,1
b4u,1
avble.,1
upd8,2
w14rg,1
logo&pic,1
��it's,1
refused,1
details!,1
*turn*,1
colin,1
49557,1
servs,1
chgs,1
join,15
09058094597,2
hg/suite342/2lands,8
b4280703.,2
84122,1
08701417012150p,2
breath,1
holder,2
released,1
july,1
c),1
-),1
laugh?,1
09077818151,1
valued,11
service,48
pg,1
09061104283,1
0721072,1
freemsg>fav,1
09058099801,2
ref:9307622,1
jocks,1
"\\crazy\"\"",1
picked,4
2wu.,1
"heroes,",1
village,2
receivea,2
handset?,5
today's,3
83222,1
vip,4
tv/,1
celeb!,1
browse,1
lnly,1
connect,2
09066362206,1
shortly,1
boys.,1
gbp/sms,1
tomorrow?,2
"blonde,",2
canname,1
reward.,3
great!,1
2.50,1
house,1
yes,11
devils,1
10,6
09063458130,3
tickets,3
hottest,1
20m12aq.,1
coca-cola,1
professional,1
nikiyu4.net,1
"club,",1
69101.,1
8714714,1
found,1
information.,1
info!,1
features,1
ringtone.,1
key,1
83118,1
bergkamp,1
(18+).,1
marvel,1
waiting,17
services,13
approx,1
w1t1jy,1
"it,",1
"\\suppliers\"\"",1
expired,1
sign,1
c-red,1
accident,2
cock!,1
still?,1
4*,24
0207,2
polys:,2
pod,4
help08714742804,1
time,16
install,1
well,5
regular,1
heard,3
eh74rr,1
09058097189,1
www.t-c.biz,2
compensation,1
connection,1
awarded,38
82277.,5
start?,1
website.,1
b4,6
thousands,1
www.getzed.co.uk,9
gift,16
hubby,1
07734396839,2
01223585334,2
airport,1
funk,2
tbs/persolvo.,1
b.,1
48922,1
med.,1
�2.50,2
accommodationvouchers,1
get,82
try,6
special-call,8
08002986906,4
tenerife,7
08715203677,1
prize.,17
is:,1
83600.,1
dartboard.,1
mandy,1
alert!,1
freemsg:,6
09065069154,1
polyc,1
call2optout=j5q,1
87077:,1
no-910.,1
sed,1
easy,3
dates,2
teletext,1
hi,11
rg21,1
money!!!,1
"6,",2
08712317606,2
console.,2
hack,1
urgent!!,2
hard!,1
ba128nnfwfly150ppm,1
jamster!get,1
07090298926,1
heart,1
out!,4
"randy,",1
"notifications,",1
"credits,",4
children,3
b,10
"(25p),",2
thedailydraw),1
sir,1
abroad,1
09050000928.,1
prizeawaiting,1
?.,1
secs?,2
mre,1
&,98
chance,23
outbid,1
feeling,2
087123002209am-7pm.,1
instantly,1
08715203028,1
32323.,1
(bank,2
oja,1
chat?im,1
ref:9280114,1
150p/text,1
dining,1
him:,1
complimentary,12
"shracomorsglsuplt)10,",2
representative,10
rates,9
algarve,2
currently,10
results,3
www.cnupdates.com/newsletter.,1
best,5
running,1
88039,2
profit,3
rentl.,5
1327,7
b'tooth*.,1
envelope,2
texts!,1
pobox84,1
doggin,1
�1.50/msg.,1
replies,1
",",1
"select,",1
sms.,7
�2000,20
largest,4
think,3
previously,3
july.,1
2.,2
come,2
web,2
1da,1
tc,6
ta,1
"cheaper,",2
09050001808,2
"tone,",5
costs,3
vpod,1
hols.,2
pub,2
09066368753,1
sppok,1
w4,1
"lookatme!,",1
landlineonly,1
yes-440,2
swat,1
scores,1
spider,1
update_now,2
name2,2
bcm4284,2
mp3,5
pics.,1
150p/tone.,4
08707509020,6
over?,1
home,2
u?,2
"horny,",1
42810,1
bailiff,1
4,93
t&c,13
advise,3
career,1
2wt,1
claimcode,1
charity.,2
week?,2
credited,1
"messages,",1
121,3
08452810073,3
careful!,2
fone...,1
09066362220,1
spook,5
flirt?,1
"mad1,",1
wire3.net,1
"spree,",1
4-7/12.,1
09061213237,2
"84128,custcare",1
these.,1
09058094583,1
sms,16
10am-9pm,2
draw,37
standard,6
in?,2
"sport,",2
listen,2
paris.,1
worlds,1
discreet,2
asap.,1
january,1
java,5
mates,5
sipix,6
alone,3
86021,6
month's,1
week-stop,2
back.,1
lookatme!:,1
08712101358,2
69669,1
�600.,1
ones,2
4403ldnw1a7rw18,2
"\"your",2
150pm,3
cash-balance,7
bluetooth!,1
t&c's,6
good,12
tune,1
getstop,2
"10k,",2
1stchoice.co.uk,1
08712405020.,3
lionm,2
win:,2
xafter,1
mquiz,1
08718738002,1
c's.,1
text,112
burns,1
07742676969,2
smart,1
09057039994,1
urgent!:,1
08704439680ts&cs,1
partner?,1
plyr.,1
80's,1
matched,1
hotmix,1
opinions.,1
400,1
strt,1
6669,1
notxt.co.uk,2
hey,5
�900,7
12,4
r,22
holiday,31
to:,1
ltd,5
star,2
premium,2
8wp,3
video/pic,1
stop2stop),1
cross,3
splashmobile:,1
interflora,2
faster,1
granite,2
msg*,1
83039,1
32000,1
mk45,1
available,3
"08715705022,",3
offer:the,2
box385,2
61200,2
www.movietrivia.tv,2
81618-?3,2
brother,1
total,1
costa,7
sol,7
also.,1
83021.,1
phone!,2
echo,1
it!,1
moby.,1
termsapply,1
62735=�450,1
087187272008,1
sptv,1
7548,1
lifetime!,2
ldn,6
�500,18
83355!,3
nokia6650,2
either,10
await,19
gay,6
notified,1
le,2
fm...you,1
18+only.,2
rpl,1
register,2
yes!,2
idiot,1
hava,1
box434sk38wp150ppm18+,1
delivery.,1
wait?,2
pick,2
iscoming,2
renewed,1
�1000call,1
play,17
"sexy,",1
unique,2
09058094455,1
post,3
07753741225,1
postcode,3
123,1
1000's,2
jordan!txt,2
photo,3
07xxxxxxxxx,3
#150,1
"soon,",2
toclaim.,6
pix,2
8552.,2
custcare:08718720201,1
wa14,1
fans,1
4.50.,3
center,2
saristar,1
england,7
camcorder.,1
(18+),3
info:www.100percent-real.com,3
"sony,",2
87131,3
www.applausestore.com,1
08712402050,2
pc,5
jeri,1
five,3
hello.,1
09058097218,1
80488,2
part!,2
"hi,",2
right,3
php,1
ip4.,4
orno,1
rock,1
02085076972,1
bbdeluxe,1
1/3.,1
code:4xx26,1
8ball,1
09066364589,2
fit,1
sae,15
max6/month,1
game,5
privacy,1
09094100151,1
10p/min,3
str8,1
learn,2
re-schedule.,2
games!,1
unicef's,1
08714712412,1
britney.,2
weekends,5
yes-434,1
?,6
6.,1
s.,9
220-cm2,3
�1million,1
summers,1
ringtone-get,2
web2mobile,1
babe:,1
08718726978,1
100's,1
tnc,2
dontcha,1
txts.,2
"babe,",1
"hot,",1
4utxt,1
0871277810710p/min,1
dont,11
"barbie\"\"?",1
inc),4
maximize,7
26th,1
1.,2
40533,2
sue,1
150p/min,4
nok,2
now?,1
w/question.,1
09066358152,2
21,1
gbp4.50/week.,1
busy,2
"\\adp\"\"\"\"",1
3hrs,2
15541,1
07808247860,1
ken's,1
netcollex,4
"sign,",1
phones,10
9153.,1
tone,40
nookii,1
birthday?,1
information,7
potter,2
messages.,2
apply:,1
08701237397,1
3lp,2
rct',1
there..do,1
06.05.05,1
out.,2
87077,7
know,22
www.txt-2-shop.com,2
�3,4
need.,1
"nick,",1
02072069400.,1
"sorry,",1
"is,",3
deluxe,1
another,2
pic?,1
21/11/04,1
these..,1
toilet,1
info,6
word:,9
no.,9
3uz.,1
only!,6
half,13
upgrdcentre,1
s.i.m.,3
"nokia,",1
6wu,2
sex,10
msgrcvd18+,1
meetins,1
credit,4
www.80488.biz,1
18yrs,3
soundtrack,1
came,1
txts!,2
credit?,1
(send,1
7cfca1a,1
08715203652,1
popcorn!just,1
simple,1
tsandcs,2
message,24
�1500,3
points.,16
25.,1
cw25wx,4
member,5
pls,10
1/2,4
join.,1
"sms,",1
88088,2
stoptxtstop�1.50/week,1
wan2,2
id,1
0121,1
trip,4
line,18
83600,3
eastenders,2
ldn.,3
best.,4
150p/msgrcvdhg/suite342/2lands/row/w1j6hl,4
e.g.23f.,1
large,1
improved,2
hunks,1
recd,1
stop?txt,1
promised,1
:zed,1
tonights,2
a.,1
shot,1
inclu,1
number,28
calling,4
first,6
42478,1
09071512433,2
�1.50pm,1
09065171142-stopsms-08,1
give,7
7250i.,4
voucher.,1
backdoor,1
minapn,1
open,1
"pobox1,",1
6230,1
8883,1
w1a,1
comp,9
winner!!,2
"fml\"",2
sam,3
homeowners,3
credits,4
09065174042.,2
datebox1282essexcm61xn,2
"door,",1
80122300p/wk,1
islands,2
35p.,1
inc,4
truly,3
"mila,",2
078498****7,1
"days,",1
added,2
xxxx,1
�125,1
09094646631,1
zebra,1
0871277810810,2
(32/f),1
ladies,2
08718711108,1
82324.,1
presleys,1
min,12
5wb,7
brought,2
since,2
16+only!,1
09050000878.,1
golddigger,1
09061743386,2
08719180219,1
o2:,1
cinema,3
�1000.,2
31p.msg@150p,2
internet/service,1
087187262701.50gbp/mtmsg18,3
singles,5
tgxxrz,1
18/11/04,1
matthew,1
strong.,1
company!,1
"wicklow,",2
weekend,4
reality,2
4.,2
believe,2
stop?txtstop,2
07099833605,1
09061209465,3
shows,31
pay,1
renewal,1
subscribed,3
supply,3
chatter!,1
videosound,1
"sk38xh,",6
gbp5/month.,1
chrgd@50p,1
visionsms.com,2
x29.,1
welcome!,1
"bears,",1
3680,1
�1.50ea.,1
reward,4
150p/msgrcvd,1
texting,1
864233.,1
no:,17
now!,70
08719180248,2
locations,5
87070.,1
021,2
true,1
seem,1
asked,6
www.txt43.com,1
many,3
phone!!,1
"pobox334,",6
enjoyed,2
men.,1
term,2
text82228>>,1
footy,1
row,1
benefits.,1
tsunami,1
someonone,1
ringtone��,1
2,169
�1.50,17
prize,58
last,13
inviting,6
custcare,7
www.textcomp.com,2
condition,1
responsible,1
prize.to,1
age16.150ppermesssubscription,1
bitch.,1
msgs@150p,2
"stop\"\"",1
weekend!),1
wkend,1
@warner,1
trained,1
won,64
membership,2
2003,13
paris.free,1
�350,11
80488.biz,1
twilight,2
digits),1
else....,1
james,1
june,1
pushbutton,1
saturday.,2
go2,2
wat,1
bill.,1
now1!,1
stop.,12
announcement.,4
mates.,3
vouchers-text,1
dload,5
place,5
me.,7
exp.,1
cum.,2
little,3
responding,1
pobox45w2tg150p,2
(to,1
webeburnin,1
bt-national,2
urgent.,1
message**thanks,1
yes-910,1
camera,25
pass,5
landline.,19
claims,2
week!,12
"ltd,",8
help:08700469649.,1
also,2
1/1,1
"b4190604,",2
300%,2
74355,1
complete,1
08717509990,1
!this,1
started,1
xxxmobilemovieclub.com?n=qjkgighjjgcbl,1
box1146,1
quality,2
09050005321.,1
book,3
08702840625.comuk.,3
"age,",1
"80155,",1
09701213186,1
offering,1
abta,3
"s,",4
88877>free,1
5wq,1
phone.,1
gnarls,1
renewing,1
3750,1
2-4-1,1
(25/f),2
"end,",1
30s,1
no-165,1
08448350055,1
69988,1
collect,22
keep,6
1956669,3
02/09/03!,2
offers,11
08714712388,1
ever,3
meet.,1
themob,2
0089(my,1
marsms.,1
08718723815.,1
movie.,1
08714342399.2stop,1
scotsman,2
42049,1
62468,6
145,4
secret,10
via,3
cool,1
50,2
simonwatson5120,1
telephone,1
tscs,3
smith-switch..,1
dvd!,1
946,1
urgent!,42
stop,89
anytime,12
861,2
41782,1
542,4
stewartsize:,1
start,4
address,4
"drop,",2
stories,1
2moro,1
chosen,3
g696ga,2
tells,2
instructions.,1
uks,3
smartcall,1
"thurs,",1
now!send,1
(txt,1
0871-872-9758,1
45,1
2p,2
msg,18
urgent,15
e.,2
chart,2
ac/smsrewards,1
http://doit.,1
valid12hrs,3
wid,5
guess,7
arcade,4
age16.,2
scammers,1
alert.,3
camera/video,2
"chloe,",1
09061702893,1
experiencehttp://www.vouch4me.com/etlp/dining.asp,1
5p,1
december,5
monthlysubscription@50p/msg,1
camera!,6
speed,1
shortly.,2
big,1
ipod!,2
straight,2
83370.,1
08718727870,1
la3,1
for�38,1
called,1
natalie,1
078,1
�33:50,2
service!,1
"try:wales,",1
jersey,1
operator,14
textand,1
living,1
08701417012,3
folks,1
compare,2
friends.,4
various,1
info@ringtoneking.co.uk,1
"pics,",1
guys.,3
2stoptx,1
quiz.win,2
street,2
"crazyin,",1
ymca,1
midnight,1
tiger,1
callback,1
true.,2
26.03.05,1
subscribers,1
frog-axel,1
ou,1
bulbs,2
maybe,2
3mobile,1
